yang	- 35,955,302-
saka	- 6,686-
endemi	- 6,684-
pantun	- 6,665-
mahar	- 6,662-
rentet	- 6,642-
kasim	- 6,640-
mimbar	- 6,633-
sontak	- 6,628-
istiadat	- 6,623-
arca	- 6,618-
lanskap	- 6,611-
khusyuk	- 6,588-
iktikad	- 6,587-
ribet	- 6,568-
anyam	- 6,555-
bagan	- 6,554-
empedu	- 6,544-
tabu	- 6,517-
indi	- 6,495-
pesiar	- 6,486-
prostitusi	- 6,484-
bintik	- 6,482-
keruan	- 6,478-
kaligrafi	- 6,473-
porto	- 6,470-
komparasi	- 6,465-
asesmen	- 6,460-
kelar	- 6,459-
lengser	- 6,458-
reliabel	- 6,450-
sumbu	- 6,432-
bingkis	- 6,428-
kurva	- 6,425-
kalkulasi	- 6,414-
pancang	- 6,406-
prototipe	- 6,402-
dayung	- 6,400-
pamor	- 6,396-
tangkas	- 6,396-
bujang	- 6,384-
sanjung	- 6,378-
bomber	- 6,375-
batalion	- 6,369-
liku	- 6,364-
koi	- 6,363-
layu	- 6,328-
serum	- 6,328-
gusi	- 6,319-
bedak	- 6,318-
sip	- 6,311-
lekuk	- 6,298-
surah	- 6,295-
beludak	- 6,279-
kedok	- 6,271-
dengki	- 6,268-
harkat	- 6,258-
kujur	- 6,254-
enkripsi	- 6,253-
modis	- 6,234-
cekung	- 6,227-
rayon	- 6,226-
vektor	- 6,226-
parang	- 6,225-
empas	- 6,222-
klimaks	- 6,222-
gerah	- 6,195-
lugas	- 6,182-
bangkang	- 6,159-
obor	- 6,139-
diktator	- 6,135-
rakus	- 6,121-
ekstasi	- 6,107-
sap	- 6,107-
sinis	- 6,106-
ratap	- 6,096-
kerucut	- 6,095-
tumpas	- 6,095-
introspeksi	- 6,089-
nazi	- 6,084-
almamater	- 6,077-
laik	- 6,059-
luluh	- 6,044-
kap	- 6,042-
klausul	- 6,035-
balak	- 6,028-
cekam	- 6,024-
sirna	- 6,021-
nepotis	- 6,016-
gendang	- 6,005-
kakap	- 6,005-
restorasi	- 6,000-
kopling	- 5,995-
kilap	- 5,988-
katalis	- 5,983-
lumur	- 5,971-
tito	- 5,965-
definit	- 5,964-
titel	- 5,952-
kelupas	- 5,946-
rada	- 5,934-
julang	- 5,933-
ekstradisi	- 5,932-
santer	- 5,928-
lupus	- 5,926-
mahdi	- 5,925-
giro	- 5,923-
bolong	- 5,917-
legawa	- 5,908-
interogasi	- 5,880-
kurasi	- 5,865-
lawas	- 5,861-
tumpeng	- 5,861-
kening	- 5,853-
mumpung	- 5,853-
generik	- 5,849-
dering	- 5,834-
ayal	- 5,829-
jupiter	- 5,827-
mentor	- 5,824-
delima	- 5,816-
kondang	- 5,806-
dobrak	- 5,802-
dekar	- 5,791-
ovarium	- 5,782-
entak	- 5,777-
anomali	- 5,771-
lajur	- 5,769-
miris	- 5,763-
pakta	- 5,763-
keretek	- 5,755-
insek	- 5,753-
oplos	- 5,748-
gencat	- 5,745-
kelut	- 5,730-
kecoh	- 5,721-
usang	- 5,714-
cakrawala	- 5,710-
lengket	- 5,708-
sayat	- 5,705-
momok	- 5,687-
pilu	- 5,685-
utilitas	- 5,681-
pelik	- 5,676-
sohor	- 5,663-
pala	- 5,656-
sentak	- 5,647-
erang	- 5,645-
preferensi	- 5,643-
gondok	- 5,641-
aulia	- 5,639-
encer	- 5,622-
kuli	- 5,621-
pare	- 5,614-
monoton	- 5,605-
geger	- 5,592-
artefak	- 5,558-
lenceng	- 5,557-
infus	- 5,542-
rempak	- 5,528-
garang	- 5,512-
edan	- 5,504-
sandiwara	- 5,494-
todong	- 5,494-
semboyan	- 5,486-
inflamasi	- 5,470-
rangking	- 5,465-
baut	- 5,462-
rompak	- 5,462-
fesyen	- 5,459-
gerogot	- 5,446-
blower	- 5,445-
mercu	- 5,444-
teleskop	- 5,443-
venus	- 5,434-
testimoni	- 5,432-
cendana	- 5,428-
masyhur	- 5,415-
kalium	- 5,414-
lenggang	- 5,412-
cuplik	- 5,407-
kolong	- 5,393-
mamalia	- 5,393-
granat	- 5,386-
rintih	- 5,385-
angkuh	- 5,383-
defensi	- 5,381-
jerih	- 5,381-
kerak	- 5,364-
bolos	- 5,355-
serdadu	- 5,354-
sobek	- 5,351-
apit	- 5,349-
tungku	- 5,322-
bintara	- 5,312-
residu	- 5,311-
mandul	- 5,302-
kol	- 5,295-
buncit	- 5,294-
ilusi	- 5,277-
dampar	- 5,254-
barometer	- 5,248-
marmer	- 5,243-
bandeng	- 5,208-
asteroid	- 5,189-
girang	- 5,174-
coreng	- 5,171-
kaliber	- 5,169-
tumis	- 5,169-
cekat	- 5,162-
ozon	- 5,158-
khilaf	- 5,146-
beluk	- 5,131-
belai	- 5,129-
bentak	- 5,128-
bengkalai	- 5,127-
kelana	- 5,116-
isak	- 5,112-
garmen	- 5,109-
khatib	- 5,100-
labil	- 5,094-
pundi	- 5,088-
gubris	- 5,082-
gubuk	- 5,076-
silsilah	- 5,074-
stempel	- 5,071-
ampas	- 5,067-
aus	- 5,032-
semrawut	- 5,029-
olok	- 5,021-
homo	- 5,020-
gapura	- 5,018-
basi	- 5,015-
kartel	- 5,001-
belang	- 4,997-
kerdil	- 4,988-
plak	- 4,988-
buletin	- 4,982-
golok	- 4,981-
gumam	- 4,966-
rindang	- 4,955-
numerik	- 4,952-
selangkang	- 4,949-
tipikal	- 4,948-
gempar	- 4,943-
retina	- 4,941-
segara	- 4,940-
ludes	- 4,928-
nahi	- 4,926-
simposium	- 4,923-
supremasi	- 4,923-
inteligen	- 4,919-
abrasi	- 4,918-
rawit	- 4,913-
primitif	- 4,907-
buai	- 4,898-
untai	- 4,898-
kembung	- 4,893-
insomnia	- 4,882-
ihwal	- 4,879-
perih	- 4,875-
doyan	- 4,873-
mitologi	- 4,869-
koyak	- 4,854-
masturbasi	- 4,852-
pengin	- 4,850-
terjal	- 4,848-
busur	- 4,842-
raib	- 4,836-
nikotin	- 4,828-
hostel	- 4,826-
pupus	- 4,825-
buyung	- 4,820-
eksemplar	- 4,815-
minder	- 4,812-
bejat	- 4,808-
kudu	- 4,808-
sauna	- 4,794-
presisi	- 4,784-
jejal	- 4,782-
kodok	- 4,767-
dahaga	- 4,749-
basa; basi	- 4,748-
jongkok	- 4,746-
piston	- 4,745-
lembu	- 4,744-
sekuel	- 4,712-
pekik	- 4,706-
pegal	- 4,701-
keriting	- 4,697-
dekap	- 4,684-
puber	- 4,675-
nyai	- 4,660-
sekap	- 4,651-
marsekal	- 4,648-
tiara	- 4,648-
lapuk	- 4,647-
renyah	- 4,638-
reka	- 4,636-
natrium	- 4,633-
manjur	- 4,622-
notifikasi	- 4,622-
limosin	- 4,620-
probabilitas	- 4,619-
sabit	- 4,615-
cegat	- 4,609-
jorok	- 4,607-
depo	- 4,604-
subsider	- 4,598-
wereng	- 4,594-
inang	- 4,592-
bahtera	- 4,581-
depot	- 4,567-
kumbang	- 4,557-
kesah	- 4,556-
lihai	- 4,556-
seismik	- 4,554-
referendum	- 4,552-
kenyal	- 4,547-
petisi	- 4,544-
nyaring	- 4,537-
tudung	- 4,537-
siluman	- 4,533-
pulas	- 4,522-
blazer	- 4,519-
luwes	- 4,510-
kubang	- 4,508-
papas	- 4,506-
mangkir	- 4,502-
makelar	- 4,487-
pesangon	- 4,487-
transplantasi	- 4,472-
merkuri	- 4,466-
belimbing	- 4,454-
buyut	- 4,443-
grasi	- 4,442-
ira	- 4,438-
magnesium	- 4,435-
tinja	- 4,431-
lava	- 4,425-
ekses	- 4,423-
silikon	- 4,417-
sesar	- 4,404-
rafinasi	- 4,399-
lucut	- 4,397-
sugesti	- 4,387-
hela	- 4,380-
pamrih	- 4,376-
sikit	- 4,374-
sasana	- 4,364-
disko	- 4,363-
lecet	- 4,359-
selokan	- 4,359-
leukemia	- 4,352-
rusuk	- 4,348-
karun	- 4,345-
jeblos	- 4,339-
dot	- 4,336-
saudagar	- 4,330-
yel	- 4,317-
argometer	- 4,299-
herpes	- 4,282-
nisan	- 4,274-
gundah	- 4,271-
pinus	- 4,267-
generalisasi	- 4,264-
ajudan	- 4,246-
prakira	- 4,236-
fana	- 4,234-
polo	- 4,223-
perawan	- 4,220-
skeptis	- 4,219-
surup	- 4,219-
altar	- 4,218-
bongkah	- 4,202-
nganga	- 4,200-
pindai	- 4,175-
ara	- 4,171-
selendang	- 4,165-
lugu	- 4,137-
belerang	- 4,131-
mandor	- 4,126-
copet	- 4,123-
slip	- 4,123-
joki	- 4,108-
belut	- 4,096-
adem	- 4,095-
gelak	- 4,092-
mepet	- 4,090-
swap	- 4,076-
ensiklopedia	- 4,075-
silau	- 4,072-
efendi	- 4,048-
estafet	- 4,044-
karton	- 4,037-
rendang	- 4,035-
destruksi	- 4,034-
klan	- 4,028-
kias	- 4,018-
maskulin	- 4,016-
gagap	- 4,014-
bangsal	- 3,978-
pelek	- 3,974-
resume	- 3,973-
faksi	- 3,966-
gemerlap	- 3,962-
gembok	- 3,934-
respek	- 3,921-
komet	- 3,919-
jeram	- 3,910-
noni	- 3,905-
gerimis	- 3,901-
gu	- 3,898-
karib	- 3,896-
tamak	- 3,895-
interupsi	- 3,881-
doi	- 3,878-
gondol	- 3,876-
valuasi	- 3,875-
bumper	- 3,870-
kawak	- 3,864-
sungkur	- 3,855-
paradoks	- 3,846-
anonim	- 3,833-
getol	- 3,833-
teropong	- 3,830-
gesit	- 3,826-
angker	- 3,819-
berang	- 3,818-
santet	- 3,799-
seronok	- 3,797-
gembong	- 3,788-
migrain	- 3,764-
spiral	- 3,761-
pelit	- 3,758-
termal	- 3,753-
spora	- 3,747-
cicit	- 3,733-
buram	- 3,730-
cacar	- 3,726-
portabel	- 3,720-
dodol	- 3,716-
ragi	- 3,701-
tele	- 3,699-
wushu	- 3,698-
pencet	- 3,693-
radiator	- 3,692-
mamak	- 3,688-
kapar	- 3,683-
kincir	- 3,680-
tap	- 3,676-
eksepsi	- 3,659-
landai	- 3,659-
ovulasi	- 3,655-
tin	- 3,645-
badminton	- 3,640-
heroin	- 3,625-
tifus	- 3,625-
vulgar	- 3,624-
klitoris	- 3,620-
pialang	- 3,599-
bilal	- 3,597-
kempis	- 3,596-
tandan	- 3,592-
tempurung	- 3,563-
taekwondo	- 3,562-
pentol	- 3,557-
atrium	- 3,552-
cik	- 3,552-
cundang	- 3,548-
pecel	- 3,544-
desi	- 3,542-
mujarab	- 3,529-
selulosa	- 3,511-
meningitis	- 3,508-
kram	- 3,506-
bunker	- 3,486-
gusar	- 3,478-
kes	- 3,473-
firasat	- 3,461-
tuas	- 3,457-
endus	- 3,451-
jeruji	- 3,438-
rebana	- 3,432-
kaldu	- 3,416-
ruam	- 3,412-
kepal	- 3,410-
tapal	- 3,406-
reptil	- 3,396-
jomlo	- 3,385-
pijar	- 3,383-
nanah	- 3,368-
carik	- 3,364-
kabung	- 3,363-
ketombe	- 3,357-
tongkang	- 3,325-
rongkong	- 3,316-
termo	- 3,316-
elu	- 3,311-
mangan	- 3,300-
jangkar	- 3,298-
lesung	- 3,291-
plester	- 3,287-
adiksi	- 3,278-
awur	- 3,274-
ikal	- 3,264-
sol	- 3,255-
lobster	- 3,253-
shio	- 3,252-
tungkai	- 3,244-
bumerang	- 3,239-
sasis	- 3,221-
pincang	- 3,212-
ranjau	- 3,201-
